,Entity,Frequency,overall_polarity
4226,beyondtheabstract,1,Negative
4227,bhat,1,Negative
4228,bibrand,1,Negative
4229,bienvenida,1,Negative
4230,bienvenido,1,Negative
4231,bijal,1,Negative
4232,bili,1,Negative
4233,billion,1,Negative
4234,binet,1,Negative
4235,binnekort,1,Negative
4236,existenteel,1,Negative
4237,experimentacin,1,Negative
4238,onclivecountsdown,1,Negative
4239,lunch,1,Negative
4240,luspatercept,1,Negative
4241,lussid,1,Negative
4242,lutilis,1,Negative
4243,lutt,1,Negative
4244,lycka,1,Negative
4245,lyfebulb,1,Negative
4246,lylcl,1,Negative
4247,lym,1,Negative
4248,lymfatisk,1,Negative
4249,lymp,1,Negative
4250,lymphatischen,1,Negative
4251,lympho,1,Negative
4252,lymphocyticleukaemia,1,Negative
4253,lymphoid,1,Negative
4254,lymphomaawarenessmonth,1,Negative
4255,lymphomab,1,Negative
4256,lymphomadrug,1,Negative
4257,lymphomamarket,1,Negative
4258,lymphomamatt,1,Negative
4259,lymphomaoz,1,Negative
4260,lysalymphoma,1,Negative
4261,ma,1,Negative
4262,maana,1,Negative
4263,maar,1,Negative
4264,mab,1,Negative
4265,lungskador,1,Negative
4266,luminasllc,1,Negative
4267,expertis,1,Negative
4268,lumerehq,1,Negative
4269,livesquawk,1,Negative
4270,lkemedelsvrlden,1,Negative
4271,llamado,1,Negative
4272,lli,1,Negative
4273,ln,1,Negative
4274,lnalidomid,1,Negative
4275,lngtidseffekten,1,Negative
4276,lobbi,1,Negative
4277,lodg,1,Negative
4278,login,1,Negative
4279,logo,1,Negative
4280,lombardicanc,1,Negative
4281,lon,1,Negative
4282,lopinavir,1,Negative
4283,lord,1,Negative
4284,lori,1,Negative
4285,loss,1,Negative
4286,lottimo,1,Negative
4287,lovend,1,Negative
4288,lr,1,Negative
4289,lstaudtm,1,Negative
4290,ltimo,1,Negative
4291,luchar,1,Negative
4292,lucki,1,Negative
4293,lugna,1,Negative
4294,machen,1,Negative
4295,macht,1,Negative
4296,macroglobulinaemia,1,Negative
4297,macroglobulinemi,1,Negative
4298,mathberni,1,Negative
4299,matthew,1,Negative
4300,mattmilowski,1,Negative
4301,mauritiu,1,Negative
4302,mauro,1,Negative
4303,max,1,Negative
4304,mayor,1,Negative
4305,mayora,1,Negative
4306,mbt,1,Negative
4307,mcap,1,Negative
4308,mcdonald,1,Negative
4309,mcgill,1,Negative
4310,mcgilloncogi,1,Negative
4311,mckesson,1,Negative
4312,mdacc,1,Negative
4313,mdedgehemonc,1,Negative
4314,mdedgetweet,1,Negative
4315,mdical,1,Negative
4316,mdmi,1,Negative
4317,mdminhibitor,1,Negative
4318,mdsc,1,Negative
4319,mean,1,Negative
4320,meant,1,Negative
4321,mecnica,1,Negative
4322,medarex,1,Negative
4323,materi,1,Negative
4324,mata,1,Negative
4325,maryland,1,Negative
4326,man,1,Negative
4327,macroglobulinmi,1,Negative
4328,maduracin,1,Negative
4329,maga,1,Negative
4330,maggior,1,Negative
4331,magnifi,1,Negative
4332,mai,1,Negative
4333,mainstream,1,Negative
4334,mainten,1,Negative
4335,maken,1,Negative
4336,maker,1,Negative
4337,malignancynot,1,Negative
4338,manej,1,Negative
4339,maryamyazdi,1,Negative
4340,mangonew,1,Negative
4341,mantel,1,Negative
4342,mantellar,1,Negative
4343,mantlecelllymphona,1,Negative
4344,mar,1,Negative
4345,marathinew,1,Negative
4346,marc,1,Negative
4347,marcador,1,Negative
4348,marketingparamedico,1,Negative
4349,marthefourcad,1,Negative
4350,martinlandray,1,Negative
4351,littl,1,Negative
4352,liten,1,Negative
4353,liquefi,1,Negative
4354,latestastrazenecanewsnov,1,Negative
4355,krebsmedikamenten,1,Negative
4356,krista,1,Negative
4357,kristin,1,Negative
4358,kritiska,1,Negative
4359,kronin,1,Negative
4360,kronisk,1,Negative
4361,krt,1,Negative
4362,krvi,1,Negative
4363,kt,1,Negative
4364,ktex,1,Negative
4365,kudo,1,Negative
4366,kullanlan,1,Negative
4367,kunna,1,Negative
4368,laboratori,1,Negative
4369,lactobacillu,1,Negative
4370,ladi,1,Negative
4371,lali,1,Negative
4372,lalni,1,Negative
4373,lanadelumab,1,Negative
4374,languag,1,Negative
4375,lanticancreux,1,Negative
4376,lapprovazion,1,Negative
4377,larger,1,Negative
4378,lasexta,1,Negative
4379,later,1,Negative
4380,krebsmedika,1,Negative
4381,kpmg,1,Negative
4382,kovid,1,Negative
4383,kite,1,Negative
4384,kinaseinhibitor,1,Negative
4385,kind,1,Negative
4386,kineret,1,Negative
4387,kinet,1,Negative
4388,kingdombuy,1,Negative
4389,kingdomtagrisso,1,Negative
4390,kingscollegenh,1,Negative
4391,kinumpirma,1,Negative
4392,kiranshaw,1,Negative
4393,kirstel,1,Negative
4394,kisiku,1,Negative
4395,kliniko,1,Negative
4396,koristi,1,Negative
4397,klinisch,1,Negative
4398,knewcovid,1,Negative
4399,kombin,1,Negative
4400,kommer,1,Negative
4401,kommiss,1,Negative
4402,kommt,1,Negative
4403,kompanija,1,Negative
4404,kong,1,Negative
4405,konkurrenz,1,Negative
4406,kontra,1,Negative
4407,kontrollgrupp,1,Negative
4408,latestastrazenecanewsdec,1,Negative
4409,latestpharmanewsdec,1,Negative
4410,lintervista,1,Negative
4411,latestpharmanewsnov,1,Negative
4412,leukemij,1,Negative
4413,leukeran,1,Negative
4414,leuksm,1,Negative
4415,leurop,1,Negative
4416,leusc,1,Negative
4417,levkemij,1,Negative
4418,leyendo,1,Negative
4419,lgbtqa,1,Negative
4420,lgga,1,Negative
4421,lhomolog,1,Negative
4422,lifeatbj,1,Negative
4423,lifesciencesnew,1,Negative
4424,lifesciencesweden,1,Negative
4425,lifestyleprof,1,Negative
4426,lign,1,Negative
4427,lijek,1,Negative
4428,lijeka,1,Negative
4429,lillyregeneronaz,1,Negative
4430,limb,1,Negative
4431,limelymphoma,1,Negative
4432,limfocitn,1,Negative
4433,limfomov,1,Negative
4434,linfocito,1,Negative
4435,linha,1,Negative
4436,linhibiteur,1,Negative
4437,leukemiamarket,1,Negative
4438,leukemiajnl,1,Negative
4439,leucemiefrantadrdidi,1,Negative
4440,legemidlet,1,Negative
4441,latter,1,Negative
4442,lautoris,1,Negative
4443,lavanguardia,1,Negative
4444,lbu,1,Negative
4445,lcm,1,Negative
4446,ldnif,1,Negative
4447,leadership,1,Negative
4448,lecbacovidu,1,Negative
4449,ledo,1,Negative
4450,leedjulia,1,Negative
4451,leerink,1,Negative
4452,leku,1,Negative
4453,leucemialinfaticacronica,1,Negative
4454,lenalidomida,1,Negative
4455,lenappleman,1,Negative
4456,lendpoint,1,Negative
4457,lerenda,1,Negative
4458,lesecho,1,Negative
4459,lesen,1,Negative
4460,letal,1,Negative
4461,lethal,1,Negative
4462,letsbeatcorona,1,Negative
4463,lettr,1,Negative
4464,leucemialinfatica,1,Negative
4465,mediada,1,Negative
4466,mediastinum,1,Negative
4467,medicago,1,Negative
4468,notr,1,Negative
4469,newsintweet,1,Negative
4470,newsintweetscom,1,Negative
4471,newsmed,1,Negative
4472,nextgen,1,Negative
4473,nez,1,Negative
4474,nhl,1,Negative
4475,nhsggc,1,Negative
4476,niaid,1,Negative
4477,nib,1,Negative
4478,nichola,1,Negative
4479,nicht,1,Negative
4480,niet,1,Negative
4481,nihclinicalcntr,1,Negative
4482,nihnhlbi,1,Negative
4483,nilemdo,1,Negative
4484,nitinjainmd,1,Negative
4485,nlsday,1,Negative
4486,no,1,Negative
4487,noch,1,Negative
4488,nongcb,1,Negative
4489,nonintub,1,Negative
4490,nonrandomis,1,Negative
4491,nonrespond,1,Negative
4492,nontrial,1,Negative
4493,not,1,Negative
4494,newsfirst,1,Negative
4495,newscreat,1,Negative
4496,newsburst,1,Negative
4497,neoplsico,1,Negative
4498,ne,1,Negative
4499,necesitan,1,Negative
4500,neerajaiim,1,Negative
4501,nefe,1,Negative
4502,negativit,1,Negative
4503,negoti,1,Negative
4504,nej,1,Negative
4505,nekih,1,Negative
4506,nellambito,1,Negative
4507,neon,1,Negative
4508,neoplasi,1,Negative
4509,nervou,1,Negative
4510,newindicationnotif,1,Negative
4511,netherland,1,Negative
4512,neuer,1,Negative
4513,neul,1,Negative
4514,neumonia,1,Negative
4515,neutropeni,1,Negative
4516,neutrophil,1,Negative
4517,never,1,Negative
4518,nevertheless,1,Negative
4519,newcampaginthem,1,Negative
4520,newer,1,Negative
4521,newhaven,1,Negative
4522,nota,1,Negative
4523,nouvel,1,Negative
4524,ncidirector,1,Negative
4525,novedad,1,Negative
4526,ocasionada,1,Negative
4527,occupi,1,Negative
4528,oceabrutinib,1,Negative
4529,ochlorambucil,1,Negative
4530,od,1,Negative
4531,odbornci,1,Negative
4532,odobreno,1,Negative
4533,of,1,Negative
4534,offic,1,Negative
4535,offici,1,Negative
4536,offr,1,Negative
4537,og,1,Negative
4538,ohio,1,Negative
4539,ohn,1,Negative
4540,okay,1,Negative
4541,oksijen,1,Negative
4542,olabilir,1,Negative
4543,olavljosn,1,Negative
4544,old,1,Negative
4545,older,1,Negative
4546,oln,1,Negative
4547,olumi,1,Negative
4548,ombinatoin,1,Negative
4549,omg,1,Negative
4550,onaylari,1,Negative
4551,obtient,1,Negative
4552,obteniendo,1,Negative
4553,observacional,1,Negative
4554,nursetim,1,Negative
4555,novita,1,Negative
4556,novn,1,Negative
4557,np,1,Negative
4558,nr,1,Negative
4559,nsiala,1,Negative
4560,ntgn,1,Negative
4561,nuestra,1,Negative
4562,numel,1,Negative
4563,numer,1,Negative
4564,numero,1,Negative
4565,nuov,1,Negative
4566,nustendi,1,Negative
4567,observacion,1,Negative
4568,nyhet,1,Negative
4569,nylcandcl,1,Negative
4570,nyt,1,Negative
4571,oa,1,Negative
4572,obinchl,1,Negative
4573,obinu,1,Negative
4574,obinutizumab,1,Negative
4575,obinutuzumabclorambucilo,1,Negative
4576,obinutuzumabvenetoclax,1,Negative
4577,obinutuzuman,1,Negative
4578,observacin,1,Negative
4579,ncov,1,Negative
4580,ncicancerctrl,1,Negative
4581,medicalnew,1,Negative
4582,moderna,1,Negative
4583,meuri,1,Negative
4584,mgd,1,Negative
4585,mgmcl,1,Negative
4586,mi,1,Negative
4587,michaelodwyermd,1,Negative
4588,michelenadeemb,1,Negative
4589,mide,1,Negative
4590,midskyrizi,1,Negative
4591,midteen,1,Negative
4592,mild,1,Negative
4593,milligram,1,Negative
4594,million,1,Negative
4595,mind,1,Negative
4596,minist,1,Negative
4597,ministri,1,Negative
4598,minnet,1,Negative
4599,minut,1,Negative
4600,mirata,1,Negative
4601,mitig,1,Negative
4602,mixtur,1,Negative
4603,mldeuroacalabrutinibvandut,1,Negative
4604,mmampm,1,Negative
4605,mmmnew,1,Negative
4606,mmsm,1,Negative
4607,moa,1,Negative
4608,metoodrug,1,Negative
4609,metastasiertem,1,Negative
4610,metaphor,1,Negative
4611,memori,1,Negative
4612,medicalresearch,1,Negative
4613,medicijn,1,Negative
4614,medikamenti,1,Negative
4615,medlancr,1,Negative
4616,meer,1,Negative
4617,meerder,1,Negative
4618,mega,1,Negative
4619,mejorado,1,Negative
4620,mejorando,1,Negative
4621,mejorara,1,Negative
4622,membercompani,1,Negative
4623,memorialataehirhematoloji,1,Negative
4624,metabolit,1,Negative
4625,memorylik,1,Negative
4626,men,1,Negative
4627,menda,1,Negative
4628,meno,1,Negative
4629,mentor,1,Negative
4630,menudo,1,Negative
4631,menyetujui,1,Negative
4632,merckamp,1,Negative
4633,mercyonedsm,1,Negative
4634,merz,1,Negative
4635,mese,1,Negative
4636,moab,1,Negative
4637,modernatx,1,Negative
4638,nccnhem,1,Negative
4639,modifiedvika,1,Negative
4640,muestran,1,Negative
4641,multicent,1,Negative
4642,multicentriqu,1,Negative
4643,multitud,1,Negative
4644,municz,1,Negative
4645,munoz,1,Negative
4646,mutationslymsm,1,Negative
4647,mutdel,1,Negative
4648,mutgtrelaps,1,Negative
4649,mybmc,1,Negative
4650,mycket,1,Negative
4651,myesmo,1,Negative
4652,myriad,1,Negative
4653,nach,1,Negative
4654,nacion,1,Negative
4655,nacional,1,Negative
4656,nagbigay,1,Negative
4657,najt,1,Negative
4658,nakumpleto,1,Negative
4659,nasdaqazn,1,Negative
4660,nasogastr,1,Negative
4661,natl,1,Negative
4662,natur,1,Negative
4663,nave,1,Negative
4664,ncbi,1,Negative
4665,muerto,1,Negative
4666,mt,1,Negative
4667,mshadman,1,Negative
4668,monthli,1,Negative
4669,modulerar,1,Negative
4670,moin,1,Negative
4671,molcul,1,Negative
4672,molecola,1,Negative
4673,momarketupd,1,Negative
4674,moment,1,Negative
4675,mon,1,Negative
4676,mono,1,Negative
4677,monograph,1,Negative
4678,monothrapi,1,Negative
4679,monothx,1,Negative
4680,monticelli,1,Negative
4681,msdau,1,Negative
4682,montral,1,Negative
4683,montyp,1,Negative
4684,moriegertz,1,Negative
4685,morpholog,1,Negative
4686,mostr,1,Negative
4687,mostrar,1,Negative
4688,moto,1,Negative
4689,mountain,1,Negative
4690,mph,1,Negative
4691,mrdu,1,Negative
4692,mrna,1,Negative
4693,kim,1,Negative
4694,khurana,1,Negative
4695,ketchup,1,Negative
4696,habr,1,Negative
4697,googlealert,1,Negative
4698,govcanhealth,1,Negative
4699,gr,1,Negative
4700,gra,1,Negative
4701,graff,1,Negative
4702,graftversushost,1,Negative
4703,grahamgc,1,Negative
4704,grate,1,Negative
4705,gratuita,1,Negative
4706,gravi,1,Negative
4707,grawoig,1,Negative
4708,greatestteamev,1,Negative
4709,greghuntmp,1,Negative
4710,groen,1,Negative
4711,grote,1,Negative
4712,grubundaki,1,Negative
4713,gtfda,1,Negative
4714,gtgt,1,Negative
4715,gtgtgtclinic,1,Negative
4716,guardian,1,Negative
4717,guidanc,1,Negative
4718,guinea,1,Negative
4719,gute,1,Negative
4720,gvhdsm,1,Negative
4721,habe,1,Negative
4722,googlead,1,Negative
4723,goodbroad,1,Negative
4724,gone,1,Negative
4725,geven,1,Negative
4726,gekeurd,1,Negative
4727,gen,1,Negative
4728,gene,1,Negative
4729,gent,1,Negative
4730,genuin,1,Negative
4731,genzym,1,Negative
4732,georg,1,Negative
4733,ger,1,Negative
4734,germanytroopstrump,1,Negative
4735,germhuntermd,1,Negative
4736,gerson,1,Negative
4737,geweest,1,Negative
4738,godknnanderekommend,1,Negative
4739,gilead,1,Negative
4740,givosiran,1,Negative
4741,gl,1,Negative
4742,gli,1,Negative
4743,globalconnect,1,Negative
4744,globalno,1,Negative
4745,globe,1,Negative
4746,glosario,1,Negative
4747,gmcrotti,1,Negative
4748,gn,1,Negative
4749,gnstige,1,Negative
4750,haber,1,Negative
4751,hacen,1,Negative
4752,gc,1,Negative
4753,hacer,1,Negative
4754,hed,1,Negative
4755,hell,1,Negative
4756,hematolgico,1,Negative
4757,hematologa,1,Negative
4758,hematologist,1,Negative
4759,hematologyconfer,1,Negative
4760,hematologylifellcacalabrutinibitk,1,Negative
4761,hematoloji,1,Negative
4762,hematolojiistanbul,1,Negative
4763,heme,1,Negative
4764,hemmt,1,Negative
4765,hemolyt,1,Negative
4766,hemsonc,1,Negative
4767,heor,1,Negative
4768,here,1,Negative
4769,hereditari,1,Negative
4770,hereuk,1,Negative
4771,hero,1,Negative
4772,hf,1,Negative
4773,hi,1,Negative
4774,hidroxicloro,1,Negative
4775,hilfreich,1,Negative
4776,hilo,1,Negative
4777,hin,1,Negative
4778,hiperactiva,1,Negative
4779,heavili,1,Negative
4780,heath,1,Negative
4781,heartnew,1,Negative
4782,harvardm,1,Negative
4783,hackensackumc,1,Negative
4784,hackensackumcorg,1,Negative
4785,haem,1,Negative
4786,haematol,1,Negative
4787,haematologica,1,Negative
4788,hall,1,Negative
4789,handelt,1,Negative
4790,handlar,1,Negative
4791,hapto,1,Negative
4792,haran,1,Negative
4793,harshit,1,Negative
4794,hastalarn,1,Negative
4795,heart,1,Negative
4796,hasznlatv,1,Negative
4797,hayan,1,Negative
4798,hdmtx,1,Negative
4799,headhead,1,Negative
4800,headlin,1,Negative
4801,healthcarenew,1,Negative
4802,healthgovau,1,Negative
4803,healthsciencesauthor,1,Negative
4804,healthworld,1,Negative
4805,healthylif,1,Negative
4806,healthylifestyl,1,Negative
4807,geeignet,1,Negative
4808,gazya,1,Negative
4809,hipercitocinemia,1,Negative
4810,flertalet,1,Negative
4811,faziii,1,Negative
4812,fdamedia,1,Negative
4813,fe,1,Negative
4814,febdonlin,1,Negative
4815,feder,1,Negative
4816,feedback,1,Negative
4817,femal,1,Negative
4818,fenebrutinib,1,Negative
4819,fewer,1,Negative
4820,filter,1,Negative
4821,financenewsdaili,1,Negative
4822,financialperson,1,Negative
4823,finanztreff,1,Negative
4824,findrug,1,Negative
4825,finish,1,Negative
4826,finncil,1,Negative
4827,finreach,1,Negative
4828,firazyr,1,Negative
4829,firstgener,1,Negative
4830,firstpost,1,Negative
4831,fish,1,Negative
4832,fiveyear,1,Negative
4833,fix,1,Negative
4834,flat,1,Negative
4835,fleme,1,Negative
4836,favourit,1,Negative
4837,favorit,1,Negative
4838,favorevoli,1,Negative
4839,faith,1,Negative
4840,expliqu,1,Negative
4841,exploratoir,1,Negative
4842,exposur,1,Negative
4843,extens,1,Negative
4844,extrem,1,Negative
4845,f,1,Negative
4846,facebookad,1,Negative
4847,facp,1,Negative
4848,factor,1,Negative
4849,faculti,1,Negative
4850,fairli,1,Negative
4851,fall,1,Negative
4852,favorevol,1,Negative
4853,falsifi,1,Negative
4854,faltan,1,Negative
4855,farmaceutska,1,Negative
4856,farmaci,1,Negative
4857,farmacia,1,Negative
4858,fascin,1,Negative
4859,fasenrafaxiga,1,Negative
4860,fast,1,Negative
4861,fatal,1,Negative
4862,fatiga,1,Negative
4863,fattori,1,Negative
4864,flera,1,Negative
4865,fli,1,Negative
4866,gamer,1,Negative
4867,flight,1,Negative
4868,frenar,1,Negative
4869,frenchnewtech,1,Negative
4870,fridayfact,1,Negative
4871,frncfort,1,Negative
4872,from,1,Negative
4873,frontlinebehandlungen,1,Negative
4874,frontpag,1,Negative
4875,frontpageapp,1,Negative
4876,frtnasnda,1,Negative
4877,fruition,1,Negative
4878,fuck,1,Negative
4879,fulldos,1,Negative
4880,fulli,1,Negative
4881,funciona,1,Negative
4882,function,1,Negative
4883,fundfanat,1,Negative
4884,fungal,1,Negative
4885,funop,1,Negative
4886,funopspakistan,1,Negative
4887,fya,1,Negative
4888,fye,1,Negative
4889,gacala,1,Negative
4890,galaxi,1,Negative
4891,gallat,1,Negative
4892,gamechang,1,Negative
4893,freebi,1,Negative
4894,fred,1,Negative
4895,frbttringar,1,Negative
4896,forget,1,Negative
4897,float,1,Negative
4898,flotu,1,Negative
4899,follicular,1,Negative
4900,folosit,1,Negative
4901,fondamentali,1,Negative
4902,footstep,1,Negative
4903,forbesbr,1,Negative
4904,forbesbrasil,1,Negative
4905,forbesresearch,1,Negative
4906,forbestech,1,Negative
4907,forcetri,1,Negative
4908,format,1,Negative
4909,francesca,1,Negative
4910,formerli,1,Negative
4911,formulari,1,Negative
4912,forprior,1,Negative
4913,fortement,1,Negative
4914,fortun,1,Negative
4915,foto,1,Negative
4916,fowler,1,Negative
4917,fox,1,Negative
4918,fprx,1,Negative
4919,fracasado,1,Negative
4920,franc,1,Negative
4921,hiperactivo,1,Negative
4922,hiperinflamacin,1,Negative
4923,keepinspir,1,Negative
4924,jahren,1,Negative
4925,investigacion,1,Negative
4926,invit,1,Negative
4927,ionophor,1,Negative
4928,iova,1,Negative
4929,ipmpharma,1,Negative
4930,ipposi,1,Negative
4931,iqvia,1,Negative
4932,ir,1,Negative
4933,irish,1,Negative
4934,irketi,1,Negative
4935,isaac,1,Negative
4936,isaumali,1,Negative
4937,isbut,1,Negative
4938,iscrizion,1,Negative
4939,isf,1,Negative
4940,itali,1,Negative
4941,item,1,Negative
4942,iterum,1,Negative
4943,itinib,1,Negative
4944,itu,1,Negative
4945,iv,1,Negative
4946,ivankatrump,1,Negative
4947,ivinfus,1,Negative
4948,iwcll,1,Negative
4949,iwmf,1,Negative
4950,investigacin,1,Negative
4951,invent,1,Negative
4952,invas,1,Negative
4953,inspir,1,Negative
4954,inicio,1,Negative
4955,inj,1,Negative
4956,inject,1,Negative
4957,injustic,1,Negative
4958,inmunitaria,1,Negative
4959,innateimmun,1,Negative
4960,innou,1,Negative
4961,innovadora,1,Negative
4962,innovativa,1,Negative
4963,inoltr,1,Negative
4964,inquirerdotnet,1,Negative
4965,instagram,1,Negative
4966,intrigu,1,Negative
4967,insuficiencia,1,Negative
4968,integr,1,Negative
4969,intellig,1,Negative
4970,intend,1,Negative
4971,intensivbehandl,1,Negative
4972,intensivvrdspatient,1,Negative
4973,interestingmarket,1,Negative
4974,internacion,1,Negative
4975,interruptor,1,Negative
4976,intraday,1,Negative
4977,intressant,1,Negative
4978,iycmi,1,Negative
4979,jain,1,Negative
4980,inicia,1,Negative
4981,jakafi,1,Negative
4982,jovel,1,Negative
4983,jovicyeeinq,1,Negative
4984,jp,1,Negative
4985,jpba,1,Negative
4986,jpetjourn,1,Negative
4987,jugeon,1,Negative
4988,juli,1,Negative
4989,juliet,1,Negative
4990,junk,1,Negative
4991,jurczak,1,Negative
4992,k,1,Negative
4993,kader,1,Negative
4994,kakap,1,Negative
4995,kam,1,Negative
4996,kann,1,Negative
4997,kansertedavisi,1,Negative
4998,kansrijk,1,Negative
4999,kardiovaskulr,1,Negative
5000,karyopharm,1,Negative
5001,kasama,1,Negative
5002,kasim,1,Negative
5003,kathari,1,Negative
5004,katsuakimaehara,1,Negative
5005,kawasaki,1,Negative
5006,kayak,1,Negative
5007,journey,1,Negative
5008,journalwatch,1,Negative
5009,jour,1,Negative
5010,jdq,1,Negative
5011,jakil,1,Negative
5012,jakstat,1,Negative
5013,jampampj,1,Negative
5014,jampampjamp,1,Negative
5015,janssen,1,Negative
5016,janssenpharmacycl,1,Negative
5017,jason,1,Negative
5018,jasonmcdonaldastrazenecacom,1,Negative
5019,jasonmmast,1,Negative
5020,jcar,1,Negative
5021,jcoacalabrutinib,1,Negative
5022,jeezu,1,Negative
5023,josepcorbella,1,Negative
5024,jefe,1,Negative
5025,jen,1,Negative
5026,jensen,1,Negative
5027,jespr,1,Negative
5028,jess,1,Negative
5029,jetzt,1,Negative
5030,jijicom,1,Negative
5031,jitc,1,Negative
5032,jitcanc,1,Negative
5033,jonathon,1,Negative
5034,jonathonbcohen,1,Negative
5035,iniciar,1,Negative
5036,inibira,1,Negative
5037,hipoxia,1,Negative
5038,iiiiv,1,Negative
5039,humbl,1,Negative
5040,huntsmancanc,1,Negative
5041,hutchinson,1,Negative
5042,hydroxychloroquinchloroquin,1,Negative
5043,hydroxychloroquinedo,1,Negative
5044,hyper,1,Negative
5045,hyperinflam,1,Negative
5046,hypertens,1,Negative
5047,ibrutinibibrutinib,1,Negative
5048,ibrutinibr,1,Negative
5049,ibrutinibtr,1,Negative
5050,icmrnari,1,Negative
5051,icu,1,Negative
5052,idatwitt,1,Negative
5053,ideal,1,Negative
5054,idelalisibr,1,Negative
5055,idelar,1,Negative
5056,identif,1,Negative
5057,idrbr,1,Negative
5058,idseonlin,1,Negative
5059,ifcgx,1,Negative
5060,ifenprodil,1,Negative
5061,ifna,1,Negative
5062,ige,1,Negative
5063,igra,1,Negative
5064,humanizedmousemodel,1,Negative
5065,human,1,Negative
5066,hta,1,Negative
5067,hold,1,Negative
5068,histor,1,Negative
5069,hiv,1,Negative
5070,hjlpta,1,Negative
5071,hlinvest,1,Negative
5072,hmatologi,1,Negative
5073,ho,1,Negative
5074,hockadayanna,1,Negative
5075,hoe,1,Negative
5076,hoffnung,1,Negative
5077,hojansenya,1,Negative
5078,hola,1,Negative
5079,honest,1,Negative
5080,hsenccp,1,Negative
5081,hong,1,Negative
5082,honor,1,Negative
5083,hoppa,1,Negative
5084,hoppet,1,Negative
5085,hora,1,Negative
5086,horizon,1,Negative
5087,hospitalespaoldebuenosair,1,Negative
5088,hospitalizacin,1,Negative
5089,hoy,1,Negative
5090,hplovecraft,1,Negative
5091,hseliv,1,Negative
5092,iigegeven,1,Negative
5093,iin,1,Negative
5094,inibidor,1,Negative
5095,iind,1,Negative
5096,indiaincfightscovid,1,Negative
5097,indicacin,1,Negative
5098,indicacion,1,Negative
5099,indican,1,Negative
5100,indiqu,1,Negative
5101,inesperado,1,Negative
5102,infeco,1,Negative
5103,infectionastrazeneca,1,Negative
5104,inflamacion,1,Negative
5105,inflamatorio,1,Negative
5106,inflammationdecreas,1,Negative
5107,inflammatoriska,1,Negative
5108,infoab,1,Negative
5109,infoba,1,Negative
5110,informationpati,1,Negative
5111,informatori,1,Negative
5112,informatoriscientifici,1,Negative
5113,informazion,1,Negative
5114,infrastructur,1,Negative
5115,infus,1,Negative
5116,ingen,1,Negative
5117,ingiltereisv,1,Negative
5118,inh,1,Negative
5119,inhibitr,1,Negative
5120,inib,1,Negative
5121,indiafightscorona,1,Negative
5122,independ,1,Negative
5123,inde,1,Negative
5124,immuntherapi,1,Negative
5125,ikems,1,Negative
5126,ilacnn,1,Negative
5127,ilari,1,Negative
5128,ilil,1,Negative
5129,iltihaplanmada,1,Negative
5130,imag,1,Negative
5131,imfinzilynparza,1,Negative
5132,imminentcalqu,1,Negative
5133,immuneinhibitori,1,Negative
5134,immunerespons,1,Negative
5135,immunooncolog,1,Negative
5136,importanti,1,Negative
5137,incrementa,1,Negative
5138,impronunciableacalabrutinib,1,Negative
5139,impulsa,1,Negative
5140,impulsar,1,Negative
5141,imrn,1,Negative
5142,inactiv,1,Negative
5143,inbetween,1,Negative
5144,incio,1,Negative
5145,incluso,1,Negative
5146,incoraggianti,1,Negative
5147,incr,1,Negative
5148,incred,1,Negative
5149,zytokinsturm,1,Negative
