,tweet_author,overall_polarity
1326895867530502150,Leonid Schneider,Positive
1326892009848778753,Mr. Rama Vs. Comics,Negative
1326890136987181059,Imran Iftikhar,Negative
1326887899028213760,Anand C. Patel,Negative
1326887279999164416,Allison Gatlin,Negative
1326883404298784768,bioinvest.io,Negative
1326883096961093635,mednetnews,Negative
1326879085801467904,Jon Angelo,Negative
1326874161386549251,Briefing.com,Negative
1326869393905770497,Новости GMP,Negative
1326868851519332353,CDE News,Negative
1326867296892170240,Company News HQ,Negative
1326866471494983682,PharmaShots - Incisive news in 3 shots,Negative
1326864823682965504,Terra,Negative
1326864220286115840,Briefing.com,Negative
1326862983755145216,The Medical Ed Cons.,Negative
1326860391935324165,Soumyajyoti Biswas,Positive
1326858196879892482,San Francisco Biotechnology Network,Negative
1326856875707654150,Daniel J Drucker,Negative
1326856528419188736,前田静吾｜海外情報活用コンサルタント　Insights4 Pharma編集長,Negative
1326855389506383873,Endpoints News,Negative
1326854151008038912,CHItraders,Negative
1326849338585313285,PressReleasePoint,Negative
1326847719978176513,Gordon Gekko,Negative
1326846551885426688,Breaking News,Negative
1326838691428528129,Market Intelligence: Healthcare,Negative
1326834935165022210,Nicolas Viudez,Negative
1326834169570336768,CHItraders,Negative
1326833348619235330,Quant Data,Negative
1326831764900376576,FirstWord Pharma,Negative
1326830554441019397,Al Arabiya English,Negative
1326824426021679105,Bloomberg Australia,Negative
1326812318202814465,Economía Digital,Negative
1326809401014046722,Bloomberg,Negative
1326808303389839360,Nel Sestayo,Negative
1326806251133612033,Healthcare,Negative
1326798157087297536,@Easy_Branches #guestpostingservices,Negative
1326795614517080064,M,Negative
1326793360586268673,前田静吾｜海外情報活用コンサルタント　Insights4 Pharma編集長,Negative
1326782926948864000,Cision News,Negative
1326525838108585984,Ritrattodellasalute,Negative
1326517732645408769,LARVOL,Negative
1326483658803449857,I Malati Invisibili,Negative
1326435489763778561,1stOncology,Negative
1326307537679863808,Chris Manfuso,Negative
1326269575302934529,@investigando,Negative
1326265003394134016,Benlazar S.M Aminé,Negative
1326253433192501249,David Ledger,Negative
1326237439577513986,OncLive.com,Negative
1326236220570169344,Samir Sheth ☕,Negative
1326226890089226241,Plexus Ventures,Negative
1326223609258373121,Bls-D.Com,Negative
1326220577476997121,José Viurquis,Negative
1326193050272600065,UroToday.com,Negative
1326189124731203584,Blood Cancer Uncensored,Positive
1326176828306972678,Sporočila za javnost O-STA,Negative
1326161961491566593,gRttwit,Negative
1326160692529917953,Repubblica Salute,Negative
1326149790787379203,BiopharmaAsia,Negative
1326137195326033921,PHARMABOX.IN,Negative
1326134519498334214,Pharma Trader,Negative
1326134519376699392,Iceberg Vision,Negative
1326134519112495104,Everything Pharma,Negative
1326130486729641984,Theriaque_officiel,Negative
1326129244624220163,PharmaCrowd,Negative
1326120888849215488,Salutedomani,Negative
1326120888639475712,saluteH24.com,Negative
1326120887372820485,Antonio Caperna,Negative
1326120887133696004,Derma News OK,Negative
1326105689337565184,Medinews,Negative
1326103795496083457,Lymphoma Hub,Negative
1326059300574408707,PHARMABOX.IN,Negative
1326051779113480192,PharmaShots - Incisive news in 3 shots,Negative
1325841091120099329,Prashant Mehta,Negative
1325826908483809280,Medicircle.in,Negative
1325822587323052034,WebWire,Negative
1325798123109691395,Himani Chandna,Negative
1325791068441341952,HealthcarePRwire,Negative
1325790548968546304,IndustryPRwire,Negative
1325785748788957184,LARVOL,Negative
1325778917966295041,Briefing.com,Negative
1325776033644122117,Stocks tweets,Negative
1325771904549007361,FirstWord Pharma,Negative
1325754940564926465,Company News HQ,Negative
1325749065200656386,The Pharma Letter,Negative
1325744326907891712,NonSell.com,Negative
1325743085356244993,Quant Data,Negative
1325739460584120320,Inara Bright,Negative
1325735967915978759,Mehrdad Yousefi,Negative
1325719765558697985,WheelieDealer,Negative
1325718500871188480,GraniteShares Europe,Negative
1325709823862853632,EIN Presswire: EU Politics Newswire,Negative
1325708383165485063,Golden Casino News,Negative
1325432893951205376,Urology,Negative
1324935240180146177,Oncology,Negative
1324711997456482304,WCM Englander Institute for Precision Medicine,Negative
1324591365049626624,Aloysius Pendergast,Negative
1323996044418412545,CALQUENCE® (acalabrutinib),Negative
1323996044313665537,CALQUENCE® (acalabrutinib),Negative
1323996044309377024,CALQUENCE® (acalabrutinib),Negative
1323996044279967751,CALQUENCE® (acalabrutinib),Negative
1323996044221296642,CALQUENCE® (acalabrutinib),Negative
1323996044145827842,CALQUENCE® (acalabrutinib),Negative
1323996044057735174,CALQUENCE® (acalabrutinib),Negative
1323995920363499520,CALQUENCE® (acalabrutinib),Negative
1323995920241893379,CALQUENCE® (acalabrutinib),Negative
1323995920153763840,CALQUENCE® (acalabrutinib),Negative
1323995920095203330,CALQUENCE® (acalabrutinib),Negative
1323995919767932929,CALQUENCE® (acalabrutinib),Negative
1323995919667372034,CALQUENCE® (acalabrutinib),Negative
1323995919663075334,CALQUENCE® (acalabrutinib),Negative
1323995919474401281,CALQUENCE® (acalabrutinib),Negative
1323995919327645698,CALQUENCE® (acalabrutinib),Negative
1323995919243763713,CALQUENCE® (acalabrutinib),Negative
1323995918929141760,CALQUENCE® (acalabrutinib),Negative
1323995918903975939,CALQUENCE® (acalabrutinib),Negative
1323995918559965184,CALQUENCE® (acalabrutinib),Negative
1323995918295814151,CALQUENCE® (acalabrutinib),Negative
1323995918232920065,CALQUENCE® (acalabrutinib),Negative
1323995918182588423,CALQUENCE® (acalabrutinib),Negative
1323980877773287426,Toby Eyre,Negative
1323203743006003212,MEDWAVE,Negative
1323158082495676417,OncLive SOSS,Negative
1322396884628131840,Michele Nadeem-Baker,Negative
1322176564579061760,Oncology,Negative
1321793789640417281,Urology,Negative
1321437143273775104,Kate Cwynarski,Negative
1321433049377218567,David Henry,Negative
1321201269336395776,WCM Lymphoma,Negative
1320812920025030661,とりさん@obsoleted,Negative
1319946841283330049,Lymphoma Papers,Negative
1319934156093059073,ThePrint Science,Negative
1319572401735127042,ThePrint Science,Negative
1319571544658432000,Shekhar Gupta,Negative
1319564222036992000,ThePrintIndia,Negative
1319171710697017349,univadis,Negative
1319149050080432130,Univadis,Negative
1318794364861251586,OncLive SOSS,Negative
1318696821296869377,Marty Fecarotta,Negative
1318392610478870529,Medelis: OncologyCRO,Negative
1318156279097954304,Medical Dialogues,Negative
1318085165546168320,MEDWAVE,Negative
1317463633438408706,Lymphoma Hub,Negative
1317274126717980673,SunStar Cebu,Negative
1317228798492856320,ꪀꪖ𝕛᭙ꪖ,Negative
1317210735425081345,"Mike Thompson, MD, PhD, FASCO",Negative
1317159645375496199,COVID-19 and Cancer Consortium (CCC19) Registry,Negative
1317120165541072897,ENTIRE MARKET INFORMATION,Negative
1317110666801475585,日本がん対策新聞,Negative
1317060897525927940,Antibiotic Steward🆔🦠Bassam Ghanem,Negative
1317060726515769344,ExpPharma,Negative
1317056063590551553,Thiago Carvalho,Negative
1317055303301681152,Julien Potet,Negative
1317039299892826112,zavingsin,Negative
1317037820473610240,CNN Philippines,Negative
1317036386134884352,IIFLMarkets,Negative
1317036259030798337,TheUemployed,Negative
1317036183491280898,Doktor Net PH,Negative
1317017006353215489,Sun Star Pampanga,Negative
1317012407374499841,ABS-CBN News,Negative
1316994786059046912,ABS-CBN News Channel,Negative
1316988433143717888,Dayco India,Negative
1316981342098264064,Medical Dialogues,Negative
1316981325241384960,Vikas kumar sharma,Negative
1316962049503711232,FinReach,Negative
1316957880445186049,MADURAI TRADING ACADEMY,Negative
1316945914582401024,#Enritchansrajpandey,Negative
1316943282648342531,K Karthik Raja,Negative
1316942071362736129,The Hans India,Negative
1316938577469722624,Markets Today,Negative
1316937017167630339,Ancient Stock Analysis,Negative
1316933443519975425,CNBC-TV18,Negative
1316933248635777024,Markets Today,Negative
1316914510108774405,Medscape Pharmacists,Negative
1316881061121454080,Markets Today,Negative
1316787203075235840,NEERAJ BAJPAI,Negative
1316772957553745920,BloombergQuint,Negative
1316705290381864968,Redbox India,Negative
1316703689361379328,CNBC-TV18,Negative
1316700734059147264,Trip Database,Negative
1316696842571182082,BSE Corporate News,Negative
1316666715413966848,myupchar,Negative
1316641364013129728,ITSM - Industrial,Negative
1316579703981924352,Teena Thacker,Positive
1316499284720746501,OncLive SOSS,Negative
1316415135347507200,PINSIDER NEWS,Negative
1316377025263751169,EJ,Negative
1316355707801792514,日経メディカル,Negative
1316355583046344704,Guwahati News,Negative
1316355575022837760,Economic Times,Negative
1316346614273859584,がんナビ通信,Negative
1316317828488654851,Mango News,Positive
1316308161184235520,"MAJ DR B P SINGH,SG Medallist*(SIACHEN GLACIER*)",Negative
1316300589819744257,医学学会ニュース,Negative
1316294052422189056,前田静吾｜海外情報活用コンサルタント　Insights4 Pharma編集長,Negative
1316287310682488832,JINU JAMES,Negative
1316285058152566784,ET Industry News,Negative
1316280163470991360,ETHealthWorld,Negative
1316274685156495360,"Freddy Pizart, R.N.",Negative
1316266955712663552,Aaj Ka Samachar,Negative
1316265694334337024,Ketan,Negative
1316183721939099648,印度孟加拉代购yindu948,Negative
1316031093783564289,UroToday.com,Negative
1315993866579836928,V.V. Ganesha,Negative
1315993189329842177,ThePrint Science,Negative
1315987653494484992,Medscape,Negative
1315977260176793600,Himani Chandna,Negative
1315968020410363909,ThePrintIndia,Negative
1315908473662722050,印度🇮🇳孟加拉🇧🇩土耳其🇹🇷药,Negative
1315902825528877057,印度孟加拉土耳其进口药,Negative
1315902692829536256,印度孟加拉土耳其靶向药,Negative
1315835399944785920,MDEdge,Negative
1315590650079907841,www.zdravezpravy.cz,Negative
1315555409713934337,AGD Biomedicals,Negative
1314996874097692673,Medscape Oncology,Negative
1314929430540808192,MDedge Hematology & Oncology,Negative
1314869165195317248,Paperbirds_Hematology,Negative
1314670170703495168,eDNA,Negative
1314564583332491264,ClinicalTrialsData,Positive
1314564094213656579,ClinicalTrialsData,Positive
1314563851011186689,ClinicalTrialsData,Negative
1314492448626880512,MEDWAVE,Negative
1314161509367345154,がんナビ通信,Negative
1313985213781819393,日経メディカル,Negative
1313916008697004032,abe dental,Negative
1313912979218456581,Taan Pacheco,Negative
1313902031132864513,HemOnc Today,Negative
1313891099681775616,Cancer Review,Negative
1313891093826605056,Cancer Update,Negative
1313888025726914566,Cancer Research News,Negative
1313869595556687874,医学学会ニュース,Negative
1313863668665204736,前田静吾｜海外情報活用コンサルタント　Insights4 Pharma編集長,Negative
1313572577881870336,DrugPatentWatch,Negative
1313472506989338628,INDoximity 🇮🇳,Negative
1313215648961503232,clinicaltherapeutics,Negative
1312943306783981568,Vasanthi Ilangovan,Negative
1312417098535243776,Sherry,Negative
1312138838295236608,Sid Murlidhar,Negative
1311018032144277505,UroToday.com,Negative
1310884787754852354,Medivizor,Negative
1310698861069967360,Oncology Tube,Negative
1310685885940330498,"dtw Research, Inc",Negative
1310658055688851457,Cancer Discovery,Negative
1310574743284637701,Paperbirds_Hematology,Negative
1310381587750703107,Trip Database,Negative
1309580546973065216,"Tian Zhang, MD, MHS",Negative
1309463299067699200,OncLive SOSS,Negative
1309448697923555329,Paperbirds_Hematology,Negative
1309198145507790849,Occupandi Temporis,Negative
1308473523954839552,Oncology Tube,Negative
1308310817306222594,AustralianPrescriber,Negative
1308020588146044929,TAP Clinical Trial Network,Negative
1307748783976050694,filippo masini,Negative
1307744042147549191,filippo masini,Negative
1307735915796652041,Oncology Tube,Negative
1307656133625221121,Trip Database,Negative
1306545959145541634,TAP Clinical Trial Network,Negative
1306107613885665282,BioMassSpec,Negative
1305888828851396610,CALQUENCE® (acalabrutinib),Negative
1305793572361441280,OncLive.com,Negative
1305775309518639106,"KOLKATA RAVI SPECIALITIES PHARMA PVT.LTD.,",Negative
1305770094794956803,delhi-ravi worldwide medicines,Negative
1305718000335675392,Targeted Oncology,Negative
1305655277606375425,CureHuntr,Negative
1305561121227767809,TrialBulletin,Negative
1305465325387874306,Paperbirds_Hematology,Negative
1305431201663127554,OncLive.com,Negative
1305402391903301633,Helen Ong,Negative
1305385858045022209,OncLive.com,Negative
1305234842536366081,OncLive.com,Negative
1305051986132426752,Stem Cells in the News,Positive
1304902544196591616,"chadi nabhan MD, MBA, FACP",Negative
1304854172651544576,Stem cell Watch,Positive
1304689538447683584,Stem Cells in the News,Negative
1304612834035167232,Oncology News Update,Negative
1304568953067507713,Gabriel Chinchilla,Negative
1304555391251034113,OncLive.com,Negative
1304510082328268801,OncLive.com,Negative
1304463847982592002,Lymphoma Hub,Negative
1304454606714535936,HemOnc Today,Negative
1304224404801499138,Seema Ali Bhat,Negative
1304180287413407744,TeamHaem,Negative
1304166804118474753,Lymphoma Hub,Negative
1303450074794598400,Ronald M. Chavin,Negative
1303423744678014978,Dr. Luis Villela,Negative
1303181289114292224,Targeted Oncology,Negative
1303063004343394308,"Steven Artandi, MD, PhD",Negative
1301963795456294912,Mahmoud Aljurf,Negative
1301822552428417025,Targeted Oncology,Negative
1301559874778574848,MD Anderson Leukemia,Negative
1301515287649378305,The ASCO Post,Negative
1301339174952464386,Targeted Oncology,Negative
1301167496133775360,The ASCO Post,Negative
1300731411419201536,7NEWS Sydney,Negative
1300697841325670405,7NEWS Sydney,Negative
1300689487270346752,Lymphoma Australia,Positive
1300626282913263621,Rozalina Sarkezians,Negative
1300564206425571329,haemdoc,Negative
1300538962671534081,Specialty Pharmacy Continuum,Negative
1300479710523203584,"Tom Henry, MBA, RPh, CPh",Negative
1300243285147934720,Leukaemia Foundation,Positive
1300184376769220612,"Narinder Grewal, MD",Negative
1300171441929846792,Anesthesiology News,Negative
1299920226264526848,MW Gunter,Negative
1299879846873632773,Medivizor,Negative
1299618067081650176,Greg Hunt,Negative
1299413488490688514,filippo masini,Negative
1299384099103277058,"Narinder Grewal, MD",Negative
1299371174233886720,Anesthesiology News,Negative
1299301838269734912,Paperbirds_Hematology,Negative
1299104829034369025,"CancerNetwork®, Home of the Journal ONCOLOGY®",Negative
1298410653405904896,Jasdeep Sandhu,Negative
1298345744718606343,Specialty Pharmacy Continuum,Negative
1298293575848022017,Dr. Iván R. González,Negative
1298145823746863104,Ignacio Duran,Negative
1297928009467539456,ACS Journal Cancer,Negative
1297919537220923394,Medicine Matters oncology,Negative
1297238004990435329,Medivizor,Negative
1297218236866531328,"CancerNetwork®, Home of the Journal ONCOLOGY®",Negative
1297078692448002048,CureHuntr,Negative
1297075104334188545,TrialBulletin,Negative
1296885193425465344,OncologyNurseAdvisor,Negative
1296835102220181504,Fondation ARC,Negative
1296762985600266242,Paperbirds_Hematology,Negative
1296472069690003456,Renal & Urology News,Negative
1296466076977500161,Hematology Advisor,Negative
1296160361943629826,CancerTherapyAdvisor,Negative
1296070230582624256,CONQUER the patient voice,Negative
1295843322540498944,Amer. Urol. Assn.,Negative
